;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
321;kidnap;8;TVJerry;/user/TVJerry;Aug  9, 2017;"[ ""In 2013 Halle Berry starred in THE CALL, which wasn't generally well reviewed (except by me). I thought it was a gripping film. This new one is much the same thing: a well-crafted, sometimes riveting thrill ride. Basically, it's an extended chase as she frantically pursues the kidnappers of her 6-year-old son. Much of it takes place careening down a highway with nail-biting driving and quick crashes. The subsequent encounters may strain credibility but they're equally fraught with tension. If you can forgive the gaps in the logic and some trite setups, you'll be sitting on the edge of your seat or even screaming at the screen!"" ]";1.0;4.0;1.0;3.0;5;2.6666666666666665
385;the-hero;8;TVJerry;/user/TVJerry;Jul  3, 2017;"[ ""This movie was written for Sam Elliott and it's a blessing for us and him. He gives a performance of such beautiful subtlety and touching depth that he will surely appear on this year's awards nominations. He plays a 70+ actor who's iconic role was in a Western 40 years ago. He's still struggling to maintain, while smoking a lot of pot and dealing with a cancer diagnosis. His interactions with the rest of the excellent cast (including Katharine Ross, his real-life wife) intensify his longing and add underplayed passion to the story. The occasional venture into artsy dream sequences slows the pace and adds more pretention than meaning. Despite a script that's overload with the character's frustrations, the movie is worth seeing for Elliott's nuanced and moving portrayal."" ]";1.0;1.0;1.0;0.0;5;2.6666666666666665
394;the-beguiled;8;TVJerry;/user/TVJerry;Jul  5, 2017;"[ ""This film takes place at a girls' boarding school in Virginia during the Civil War. When they give refuge to a wounded Union soldier (handsome, seductive Colif Farrell), his presence has a provocative effect on the women (including Nicole Kidman, Kirsten Dunst & Elle Fanning). Although the performances are captivating and the interactions enthralling, it's director Sofia Coppola's delicate direction and cinematographer Phillipe Le Sourd gorgeous images that stand out. The pacing may be too genteel for people without patience and the drama never realizes it's emotional fervor. Still, it's restrained world and the drama that develops is quietly compelling. (There was a lot of moss on those Central Virginia trees, something I've never seen and I've been in VA for 50 years.)"" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
2345;t2-trainspotting;8;TVJerry;/user/TVJerry;Apr  6, 2017;"[ ""Twenty years have passed since Ewan McGregor's character ran off with the haul from the quartet's heist in the original. He returns to make amends and catch up with the gang. Much hasn't changed for them or for director Danny Boyle. He still crams the film full of vibrant imagery, flashy editing, a pounding soundtrack and mildly extreme moments. (The Scottish accents are still sometimes hard to crack.) Flashbacks from the original add poignant moments, but the guys are as spunky as ever. There's not a lot of plot…just interactions between them, but it still holds up as a flashy cinematic reunion."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
2519;life-2017;8;TVJerry;/user/TVJerry;Mar 30, 2017;"[ ""The crew of the International Space Station (which includes Ryan Reynolds & Jake Gyllenhaal) intercepts a satellite from Mars and guess what it possesses? Hint: see title. It's a beautifully-designed organism and the havoc it causes results in several tense moments. There are also some slow parts and a few ruptures in the logic that make it hard to swallow (how did that ending happen?). The overly ominous soundtrack is almost obnoxious. Even so, it's an old concept that's given a unevenly compelling new take."" ]";2.0;3.0;2.0;1.0;5;2.6666666666666665
3179;john-wick-chapter-2;8;TVJerry;/user/TVJerry;Feb 21, 2017;"[ ""Keanu Reeves returns as a severe hit man. As with the first movie, this one is more about style (cool locations and blasting music) than story (minimal, hackneyed dialogue). The body count is absurdly high, as Wick dispatches men with direct gunshots and ruthless blows. But that's what makes it fun: watching what new ways they'll come up with to inflict pain and death. Even though it's mindless violence and Reeves' delivery is as flat as ever, this is a rare sequel that actually seems more inventive and enjoyable than the first."" ]";0.0;3.0;0.0;3.0;5;2.6666666666666665
3872;i-am-not-your-negro;8;TVJerry;/user/TVJerry;Feb 18, 2017;"[ ""James Baldwin was a distinguished black writer and an outspoken critic of race relations in America. There are elements of a traditional doc in this film, but it's more an artistic treatise using Baldwin's eloquent words (quietly voiced by Samuel L. Jackson) and charismatic on-screen appearances to delineate his musings on the subject. It's supported with disturbing historical photos and excerpts from Hollywood films. There is a focus on 3 great leaders of the civil rights movement (Medgar Evers, Malcolm X, Martin Luther King), but the extended analysis sometimes becomes repetitive or seems to ramble. Even so, this is a forceful examination that sadly still rings true more than 50 years later."" ]";1.0;1.0;1.0;0.0;5;2.6666666666666665
3922;the-founder;8;TVJerry;/user/TVJerry;Jan 27, 2017;"[ ""Michael Keaton plays Ray Kroc, a struggling salesman who discovers an innovative fast food concept created by Mac and Dick McDonald. While challenging the brothers' control, his determination and drive expanded the chain. The rest is restaurant history. Keaton's complex performance is twitchy and manic, not exactly a sympathetic character, but an admirable one. The story manages to convey the fascinating developments with a lively pace. In addition to teaching the details of this impressive success story, the film centers around Keaton's dynamic creation."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
4531;logan-2017;8;TVJerry;/user/TVJerry;Mar  7, 2017;"[ ""Hugh Jackman says this will be his final film as Wolverine. He's working as a chauffeur (driving a beautiful Chrysler limo) attempting to stay unnoticed in a near future world where most mutants have died out. When a young girl with special powers shows up, he's forced into take her on the run. This is a more intimate take on the superhero genre. Yes, there are several great claw-slashing scenes, but there's also a more personal drama and less flashy special effects. Writer/director James Mangold has given the film a bleak personal perspective and managed some nice twists to keep it interesting. While not breaking any new ground for cool visuals, it does break the mold with a more dramatically compelling (yet still action fused) take on the genre. NOTE: Don't be late. There's a funny new promo for DEADPOOL 2 right before the film."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
4716;jackie;8;TVJerry;/user/TVJerry;Jan  3, 2017;"[ ""Jackie isn't a traditional biopic, but a searing, intimate and sometimes unflattering portrait of the former First Lady. It revolves around the interview she granted the week after her husband's assassination and features numerous flashbacks, mostly during the events leading up to and immediately following the world-shattering event. We see Jackie go thru many emotions and Natalie Portman carries them all off with astounding insight and skill. This is a condensed character study that's wrapped in an art film package. The soundtrack is heavy-handed and intrusive, but I think it was director Pablo Larraín's intention to make the whole experience less than comfortable. Even though, the portrayal and insights are fascinating."" ]";1.0;1.0;1.0;0.0;5;2.6666666666666665
5005;wonder-woman;8;TVJerry;/user/TVJerry;Jun  8, 2017;"[ ""The DC comics universe has been trying to catch up with Marvel for years and this may be the movie that does it. This origin story starts on a secluded island where she lives among the Amazons. When a handsome spy crash lands (charmingly amusing Chris Pine), he brings the bleak reality of WWI, which motivates her to fight for peace. Gal Gadot is beautiful and vulnerable, yet tough in the title role. Perfect casting. Director Patty Jenkins has fashioned an adventure with strong visuals and beautifully stylized action. As with so many superhero flix, it could have been 30 minutes shorter. Also, the climactic battle fell back on the typical tropes of a tired superhero encounter. Still, it checks most of the boxes for a visually appealing and amply engaging superhero movie."" ]";0.0;2.0;0.0;2.0;5;2.6666666666666665
5379;hacksaw-ridge;8;TVJerry;/user/TVJerry;Nov  7, 2016;"[ ""This film is based on the true story of a conscientious objector (played by Andrew Garfield) who saved the lives of 75 men during the bloodiest battle of WWII. Before hitting the battlefield, the narrative sets up the events that formed his beliefs, the woman back home who supported him and the intense antagonism he faced from the Army. His rich, yet subtle performance once again proves that Garfield is one of the finest actors of his generation. As for director Mel Gibson, the romantic and emotional elements are richly told (albeit in a traditional structure and style), but it's the staging of the battle that makes the strongest impression: The most gruesome and violently brutal depiction of the horrors of battle since \""Private Ryan.\"" Even though it could easily lose 30 of its 131-minutes, this remains a potent drama and an affecting portrait of a brave and principled man."" ]";5.0;7.0;5.0;2.0;5;2.6666666666666665
5710;nocturnal-animals;8;TVJerry;/user/TVJerry;Dec  9, 2016;"[ ""You can certainly tell that writer/director Tom Ford is also a fashion mogul, cause this film is crammed with stylistic flair: beautiful people, lovely lighting, elegant locations and cool clothes. It's also a somewhat gripping suspense drama. Amy Adams plays a fancy LA gallery owner who gets a copy of her ex-husband's (Jake Gyllenhaal) novel, which is a thinly disguised revenge narrative. The film alternates between her reading it, the story being reenacted and flashbacks to their past relationship. The concept is sometimes clever as it pieces the parts together, but sometimes it's merely dominated by the beauty of the design. Adams and Gyllenhaal are both fine, but the standout performance comes from Michael Shannon as the sheriff.  Even though the movie is compelling and sensual, the drama doesn't always live up to the aesthetics."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
5764;passengers-2016;8;TVJerry;/user/TVJerry;Dec 26, 2016;"[ ""Chris Pratt flexes his leading man muscles (literally and figuratively) as a mechanic who finds himself awake on a spaceship before it reaches its new planet…90 years too soon! Jennifer Lawrence plays the woman who shares this unfortunate accident and they set out to determine what changed their fate. Their plight manages to maintain interest and the futuristic design adds a layer of cool. Even though their chemistry is fine, this is really Pratt's movie: he beautifully manages to capture the confusion, longing, desperation and other emotions that plague his plight. Even though some of the plot elements give way to traditional Hollywood structure, the whole adventure is packaged in a wondrous sci-fi world that makes it fun to explore."" ]";5.0;9.0;5.0;4.0;5;2.6666666666666665
6972;florence-foster-jenkins;8;TVJerry;/user/TVJerry;Aug 16, 2016;"[ ""Meryl Streep creates another memorable character: This one is based on the real woman who was rich and loved music, but was a hilariously horrible singer. She makes the character delightful, sweet and touching. As her devotedly protective husband, Hugh Grant is solid and charming, but it's Simon Helberg, as her pianist, who steals the movie with his hysterical physical comedy. The scene where we hear her sing for the first time is a comic highlight of the year. She's blissfully oblivious to her lack of talent and decides to play Carnegie Hall. Thus spins the conflict that anchors the plot. Yes, her singing is astonishingly bad, but director Stephen Freer's loving approach elevates the film above a one-joke song."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
7459;hell-or-high-water;8;TVJerry;/user/TVJerry;Aug 19, 2016;"[ ""When the movie starts, you assume that the brothers (Chris Pine and Ben Foster) are just out for a bank-robbing joy ride thru the forlorn, foreclosed Texas midlands. As the plot develops, it becomes clear that there's more to their plan. While they go from bank to bank, the sheriff (Jeff Bridges in a crotchety comic role) pursues them with quiet patience and logic. This is NOT a wildly-violent crime caper or a Tarantinoesque script with snappy repartee. It's a smartly-written, well-directed drama with involving characters and exceptional performances all around. A clean action film with that's intelligently crafted to rise above the genre."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
7937;captain-fantastic;8;TVJerry;/user/TVJerry;Jul 30, 2016;"[ ""Viggo Mortensen plays the free-thinking father of 6 kids who live in the woods. When their mother dies, they board their bus to pay their respects. While the kids are all intellectually accomplished and physically trained, their encounters with civilization (and their mother's relatives) prove challenging. This unique story is filled with moments that are charming and captivating, thanks partly to the sweet, sensitive performances of the children (and Mortensen, of course). There may be scenes that strain credibility, but the way the story is told provides a fascinating and ultimately engaging look at a very special family."" ]";2.0;2.0;2.0;0.0;5;2.6666666666666665
10012;green-room;8;TVJerry;/user/TVJerry;May  2, 2016;"[ ""Jeremy Saulnier's debut writing/directing effort was BLUE RUIN (which I gave 5 stars). This one continues to exhibit his ability to craft an original approach to dark suspense. Anton Yelchin plays a member of a touring punk band.  He ends up witnessing something bad backstage after a gig at a gathering place for neo-Nazis. The group is first confused, then terrorized as the club's owner (Patrick Stewart) tries to deal with their inconvenient presence. Even before things go horribly wrong, the characters are compelling and the sense of dread starts to creeps in. While not resorting to expected results (or excessively explicit  violence), the tension builds steadily. It's not as original as his original film, but it still effectively maintains suspense and ups his promise as a new master of the genre."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
10533;elvis-nixon;8;TVJerry;/user/TVJerry;Apr 25, 2016;"[ ""This comic tale is based on an actual event in 1970, when Elvis Presley (Michael Shannon) showed up at the White House to request a meeting with President Nixon (Kevin Spacey). Shannon portrays The King as a sincere, misunderstood and misguided character, while it's Spacey who gets to satirize the President with hilarious results. The run-up to the encounter unfolds effectively, but isn't especially funny. Actually, other than Spacey, there aren't a lot of laffs. It's more about quiet humor than big comedy. Still, this fictionalized version of what happened is fun to watch"" ]";1.0;1.0;1.0;0.0;5;2.6666666666666665
10707;midnight-special;8;TVJerry;/user/TVJerry;Apr 11, 2016;"[ ""A father (Michael Shannon) is on the run from a religious cult and the FBI with his young son, who has special powers. There's a constant sense of ominous portent, potential danger and unknown consequences. And the final payoff is pretty cool. The cast does a good job of taking matters seriously and the special effects are simple, yet convincing. This is a low-budget sci-fi thriller than poses more questions than it answers. Still, there's enough mystery and tension to make for a compelling experience. Not really sure why the title (based on the song) is relevant."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
11100;10-cloverfield-lane;8;TVJerry;/user/TVJerry;Mar 17, 2016;"[ ""Let me just say up front: this film pays off. The scenario creates a big mystery, but the reality is worth the wait. A woman (Mary Elizabeth Winstead) wakes up from a car accident to find herself in a bunker. The host/capturer (John Goodman, who's wonderfully creepy but still charming) tells her that the world above has been destroyed. She and the 3rd resident (John Gallagher Jr) struggle to cope with their new reality. First-time director Dan Trachtenberg knows how to manipulate the action with dynamic images (and snappy editing by Stefan Grube). He also provides plenty of ominous worry (with a slight mid-point slow-down). It's completely compelling and has just enough twists to keep it captivating and occasionally frightening. NOTE: Listen carefully to her boyfriend's voice on the cell phone. It's somebody famous!"" ]";3.0;5.0;3.0;2.0;5;2.6666666666666665
12433;carol;8;TVJerry;/user/TVJerry;Jan 11, 2016;"[ ""Cate Blanchett plays a lesbian housewife in a marriage of convenience. She meets a store clerk (Rooney Mara) and a relationship slowly develops.Set the story in the conservative 50s and things get even more complex. Both women superbly capture their characters: Blanchett is seductively alluring and richly conflicted, while Mara displays an innocence and longing that’s rich yet subtle. Director Todd Haynes has beautifully crafted a period world, while masterfully capturing the longing and frustration of their relationship. The entire mood is genteel and subdued, but the film is thoroughly compelling."" ]";2.0;2.0;2.0;0.0;5;2.6666666666666665
12598;the-big-short;8;TVJerry;/user/TVJerry;Dec 26, 2015;"[ ""This feels like a Michael Moore documentary with reenactments by a great cast (Steve Carell, Ryan Gosling, Christian Bale). Director Adam McKay has utilized several cinematic tools to tell a complex and confusing story: entertaining montages, snappy editing, short scenes and clever comedy. He examines how the sub-prime mortgage crisis brought our country (and the world) to the brink of financial disaster and how a small group of smart investors managed to make big money on it. The short-attention-span pacing and McKay's wildly creative approach (with those absorbing performances) make the film entertaining and ultimately infuriating."" ]";2.0;3.0;2.0;1.0;5;2.6666666666666665
12884;brooklyn;8;TVJerry;/user/TVJerry;Dec  8, 2015;"[ ""Saoirse Ronan turns in a sweet, subtle performance as an innocent young Irish woman who immigrates to 50s Brooklyn. After her initial bout with homesickness, she blossoms, thanks to the devoted attention of a young man (Emory Cohen with quietly captivating charm and more than a hint of young Brando's essence). A return trip home complicates her life. It's a sentimental story with lots of tears and sweet moments. Some enjoyable supporting characters (esp. bossy landlady Julie Walters) add a lively touch. The period settings are attractively created and the fashions are lovely. It's deliberately paced and a bit too long, but it comes together in a gently compelling drama."" ]";2.0;3.0;2.0;1.0;5;2.6666666666666665
15413;sicario;8;TVJerry;/user/TVJerry;Oct 15, 2015;"[ ""An idealistic FBI agent (Emily Blunt) joins a special task force (including Josh Brolin & Benicio Del Toro) that uses questionable tactics to fight drug traffic between Mexico and the US. This intelligently-written film unfolds the complex narrative by withholding information, reflecting the agent's own confused state. The style of director Denis Villeneuve  sometimes calls attention to itself with atypical camera placement, but he also makes uncommon choices that heighten the drama. Blunt effectively pulls off the mix of tough confidence and vulnerable bafflement. This film rejects typical drug crime tropes for a more cerebral approach that still has visceral moments of violence."" ]";2.0;3.0;2.0;1.0;5;2.6666666666666665
15930;no-escape;8;TVJerry;/user/TVJerry;Sep  1, 2015;"[ ""Yet another comedy staple (Owen Wilson) takes the action route, as an American businessman who moves his family to an unnamed, poor country in Southeast Asia. Their first day turns into a nightmare when a violent political uprising imperils their lives. Wilson effectively plays a regular guy (and sweet father), who fights back without becoming an action hero. Director John Erick Dowdle has managed to keep each encounter and every chase tightly wound, although he and his brother (Drew) have forced the script's logic into some pretty tight corners. If you're willing to accept the highly improbable situations that keep piling up, you're in for a tense and often riveting ride."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
16190;the-end-of-the-tour;8;TVJerry;/user/TVJerry;Aug 26, 2015;"[ ""Jesse Eisenberg plays a Rolling Stone writer who spends 5 days interviewing David Foster Wallace (Jason Segel), the author of acclaimed novel \""Infinite Jest.\"" This is essentially a road trip that absorbingly explores the awkward, anxious relationship that develops during their short encounter. Segel is subdued, yet compellingly complex, as he handles the character's elaborate discourse and emotional density.  Eisenberg plays the role of eager, besotted listener with his typical hesitant confidence. Even though this is primarily a duo dialogue, the skillful screenplay by Donald Margulies and controlled direction by James Ponsoldt help make every moment enthralling. A fascinating exploration of creativity, ego and communication. NOTE: Stay thru the closing titles for one last moment."" ]";2.0;2.0;2.0;0.0;5;2.6666666666666665
17276;inside-out-2015;8;TVJerry;/user/TVJerry;Jun 23, 2015;"[ ""An 11-year-old girl is uprooted from her happy life in the Midwest to a new home in San Francisco, an experience that causes a flood of new feelings. The Pixar gimmick is that her emotions are run by 5 characters in her mental \""Headquarters:\"" Joy (Amy Poehler), Fear (Bill Hader), Anger (Lewis Black), Disgust (Mindy Kaling) and Sadness (Phyllis Smith). This group and their rapid-fire reactions drive the movie and the comedy. When things get bleak, the trip turns peculiar and the story loses steam. The visuals are colorful, but not as dazzling as we've come to expect from Pixar. This creative slant on growing up and the complexity of feelings is an ambitious subject. While it's energetic, fun and sweet, it's emotional impact failed to connect with me. NOTE: Stay thru the early credits to enjoy the cleverest moments in the film."" ]";2.0;3.0;2.0;1.0;5;2.6666666666666665
18720;furious-7;8;TVJerry;/user/TVJerry;Apr  7, 2015;"[ ""Vin & Paul and everybody else is back for more international intrigue. These films used to be about racing, but they've slowly developed into action-filled missions to save the world with fast cars. After a sluggish start, this one slams on the accelerator and speeds thru one outrageous sequence after another. Forget the laws of physics, the viability of human endurance, even common sense…this film is all about stunts that are hilariously over the top. Don’t worry about plot or dialogue and enjoy the macho posturing. Even though it's sometimes hard to follow the geography of the fights, they're still hard-hitting and sprinkled with clever camera tricks. Go for the pure popcorn thrill to enjoy this wild and crazy ride!"" ]";1.0;4.0;1.0;3.0;5;2.6666666666666665
18934;71;8;TVJerry;/user/TVJerry;Mar 26, 2015;"[ ""Jack O’Connell (\""Unbroken\"") plays a British soldier who gets separated from his troop after a street riot in Belfast, 1971. He knows nothing about the area or who to trust and must survive the night in a war zone. After a taut, well-edited chase, the action takes on a cautiously apprehensive quality as the hunt becomes more intense. Expect to lose a portion of the dialogue (and subsequent plot) due to the thick Irish accents, but it doesn't interfere from appreciating most the action. While it's not riveting, there's a solid pace and forceful momentum that holds your attention."" ]";1.0;1.0;1.0;0.0;5;2.6666666666666665
19287;while-were-young;8;TVJerry;/user/TVJerry;Apr 11, 2015;"[ ""Ben Stiller and Naomi Watts play a settled New York couple who meet a hip duo (Adam Driver & Amanda Seyfried). Charmed by the younger couple's free-spirited approach to life, the 40-somethings develop a fast friendship and forsake the trappings of their mature mindset. Just when this film's age premise starts to wear thin, the relationships develop deeper implications. Stiller ably handles the humor in his character's dilemmas, but it's Driver quirky personality that charms the screen. Writer/director Noah Baumbach has created a sharply-observed satire on the generation gap that provides more chuckles than laffs. Still, this perceptive parody is fun. NOTE: Peter Yarrow of Peter, Paul & Mary plays the subject of the film's documentary."" ]";2.0;2.0;2.0;0.0;5;2.6666666666666665
20592;still-alice;8;TVJerry;/user/TVJerry;Feb 12, 2015;"[ ""Julianne Moore is in almost every frame of this film, often in close-up, and she makes it mesmerizing. She plays an accomplished linguistics professor, who is diagnosed with early onset Alzheimer’s. Needless to say, with a subject like this the journey is intense and it focuses closely on Moore's slow struggle to maintain her mind and retain the relationships with her husband (Alec Baldwin) and 3 children. The supporting cast is strong and the directing duo has fashioned a sensitive story. It does occasionally feel the need to provide us factual information about the disease, but mainly stays on course with many downer moments and lots of tears. This is not a great film, but it is a great performance."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
22552;the-captive-2014;8;TVJerry;/user/TVJerry;Feb 20, 2015;[];0.0;1.0;0.0;1.0;5;2.6666666666666665
23138;foxcatcher;8;TVJerry;/user/TVJerry;Dec 22, 2014;"[ ""This is one of those dramas where everybody pulls out their best acting chops and in this case, it paid off. Channing Tatum plays an solemn Olympic wrestler, who's solicited to train with eccentric, rich John du Pont (Steve Carell). Mark Ruffalo is the older brother, whose relationship is crucial. Carell not only appended the giant schnoz to transform his look, he also assumed a halting, dark demeanor that's both compelling and creepy. Ruffalo turns in an expected involving performance and Tatum's jumped to a new level with his physical and emotional transformation: touchingly tough and sweet. The story moves at a deliberate pace and could get tedious if it weren't for the riveting performances and astounding story (which is based on fact)."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
23879;big-hero-6;8;TVJerry;/user/TVJerry;Nov 14, 2014;"[ ""One of Disney's great animation traditions is to show a short before the feature. \""Feast\"" is a delightful look at a hungry puppy. Then comes the main event, an energetic and non-stop action adventure that follows a young man (Hiro) and his large, soft robot Baymax. They team up with a group of inventor nerds to form a super group that tackles a villain with a cool weapon. The pace is lively and the characters are interesting, but only one (voiced by T.J. Miller) provides any comedy. Most of that is left to Baymax's sweet size and lovable attitude. The visuals are bright, beautiful and dazzling, as Disney does best. Fun for kids and adults. NOTE: Stay thru the credits for one of the best cameo gags ever!"" ]";1.0;3.0;1.0;2.0;5;2.6666666666666665
23927;the-interview;8;TVJerry;/user/TVJerry;Jan  4, 2015;"[ ""The comic chemistry between James Franco & Seth Rogen makes them one of the most enjoyable teams in movies today and this latest effort maximizes the combo. Franco (creating one of his most delightfully funny characters ever) plays a tabloid TV host who travels to North Korea with his producer (Rogen) to interview Kim Jong-un. This is the type of madcap mayhem they do so well: lots of dick/ass gags, wacky interplay, outrageous stunts and homoerotic slants. The energy never slacks and the laffs are constant. If you like screwball comedy (with a definite juvenile sensibility), you'll be very entertained."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
24805;get-on-up;8;TVJerry;/user/TVJerry;Aug  7, 2014;"[ ""Chadwick Boseman is dynamite in this biopic of James Brown. He's got the moves and the style, while creating a character who's convincingly arrogant and occasionally touching. The story unfolds in a non-linear structure that expects the audience to know some aspects of Brown's life, but that keeps it interesting. Even with the no-holds-barred depiction of his flaws, all of his hits are performed (with the real Brown's vocals) to make the experience a super-funky groove. The Godfather of Soul's genius is fully on display (especially on stage), but this film does a good job of detailing the emotional complexity of the man. Viola Davis, as his mother, is wonderful as always."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
25970;gone-girl;8;TVJerry;/user/TVJerry;Oct 18, 2014;"[ ""The apparent question is: Did a happily-married man (Ben Affleck) kill his wife (Rosamund Pike)? It's not long before the dark water gets very cloudy, even murky. What's really going on and who's actually involved? The performances are strong and the pressure is constant. Director David Fincher has crafted a smart & slyly suspenseful investigation into love and deception on any number of levels."" ]";1.0;3.0;1.0;2.0;5;2.6666666666666665
26800;chef;8;TVJerry;/user/TVJerry;May 27, 2014;"[ ""Jon Favreau (who also wrote/directed) plays an innovative chef whose confrontation with a critic devastates his career, so he ends up on a food truck to reestablish his love for cooking (and his relationship with his son, winningly played by Emjay Anthony). John Leguizamo joins the trip to add some enjoyable spice. The first half spends too much time with Favreau's character blustering and **** but once he hits the road, the story takes on a sweet charm. This is the kind of small personal film that started Favreau's career (before he became director of blockbusters like \""Iron Man\"") and it's a welcome return to a heart-felt, charming little gem. The music's great fun too. NOTE: Stay thru the credits to see the real chef giving Favreau some technique tips."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
29220;jack-ryan-shadow-recruit;8;TVJerry;/user/TVJerry;Jan 21, 2014;"[ ""The Bourne series reboots back to the creation of the secret agent, as a brainy analyst recruited by the CIA. When he happens upon a scheme to collapse our economy, he's sent to Moscow to stop it. Needless to say, chases and violent encounters ensue. Chris Pine has moved into the lead and he's an assured, solid action hero. Even though the plot has no surprises, director Kenneth Branagh (who also plays the bad guy) has crafted a taut little mission. Unfortunately, the blurry camerawork obscures much of the action. The attractive Russian locations (inside and out) are a bonus and the movie's momentum makes it entertaining. NOTE: Ballet legend Mikhail Baryshnikov has a cameo."" ]";0.0;3.0;0.0;3.0;5;2.6666666666666665
29853;the-grand-budapest-hotel;8;TVJerry;/user/TVJerry;Mar 26, 2014;"[ ""Wes Anderson movies are like a lovingly-stocked curio cabinet: engaging to look at and fascinating to marvel about. Ralph Fiennes heads up the cast of zany eccentrics as the concierge of the titular establishment. He includes the new Lobby Boy on his escapades, which include stealing a painting, escaping from prison and eluding the invading forces. Visually, this is a symmetrical delight: the locations are gorgeous and the detail is exquisite. The deadpan dialogue and comical staging keeps the pacing on its toes. If you enjoy cinema that's more about form than content, you'll find this hotel a lovely place to visit. Stay thru the credits to enjoy an animated man dancing to a delightful song."" ]";4.0;4.0;4.0;0.0;5;2.6666666666666665
29890;tims-vermeer;8;TVJerry;/user/TVJerry;Mar 12, 2014;"[ ""Inventor Tim Jenison developed a theory that Dutch Master Johannes Vermeer used some sort of optic technology to create his paintings. After interviews and research he sets out to create his own version of one of Vermeer's classics by working from a real environment. This is a fascinating concept and an amazing procedure that took years to realize. The documentation of the tedious final process is the only time the film starts to lag. Otherwise, it's interesting to anyone who enjoys an intriguing confluence of art and technology."" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
30236;lone-survivor;8;TVJerry;/user/TVJerry;Jan 14, 2014;"[ ""It's obvious from the title that most of the men don't survive, but the operation is what matters. Four Navy SEALs set out to kill a Taliban leader in Afghanistan, but the mission goes horribly wrong. The film takes some time to set up, but once the action kicks in, it's a gripping ordeal (especially those remarkable tumbles down the rocks). Director Peter Berg has crammed the skirmishes with confusion, astounding kills and high-tension pacing. These are some of the best battles in recent filmmaking. The cast is strong (in both senses of the word), while miming moments of emotion. A brutal, well-crafted and stirring tribute."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
30538;philomena;8;TVJerry;/user/TVJerry;Nov 28, 2013;"[ ""Judi Dench plays the slightly spunky and entirely endearing title character: a women who searches for the son she lost to adoption when she was a teen. Steve Coogan tamps down his comic side, as the career-challenged journalist who helps her on her quest. It sounds like one of those dramas that could deteriorate into sentimentality, but under the assured direction of Stephen Frears it maintains integrity and heart. This true tale has enough turns to keep it interesting and Dench creates a character whose quiet demeanor reveals an appealing and confident woman. The narrative takes a little time to develop momentum, but by the end you'll be captivated by this sweet character and her engaging story."" ]";0.0;1.0;0.0;1.0;5;2.6666666666666665
31082;the-past;8;TVJerry;/user/TVJerry;Mar 30, 2014;"[ ""An Iranian man returns to Paris to finalize his divorce, where the relationships with his wife's new beau and their children cause the movie's complex struggle. As he so brilliantly showed in his last film (\""A Separation\""), director Asghar Farhadi has the ability to imbue even the most mundane moments with significance. As the conflicts develop, he elicits compelling performances from his entire cast (including the moving young Elyes Aguis). This is an intelligent writer/director: he lets the story unfold in small bits and never resorts to histrionics. There's no music or any other technique to manipulate the audience, just solid filmmaking and an absorbing drama. (In French with subtitles.)"" ]";0.0;0.0;0.0;0.0;5;2.6666666666666665
31959;inside-llewyn-davis;8;TVJerry;/user/TVJerry;Jan 16, 2014;"[ ""It's 1961 New York, the folk music scene was going strong, but Llewyn Davis (Oscar Isaac) in on the weak side. He's always broke, living on friends' couches and not successful with his music. This film has some of the Coen Brothers hallmark traits: interesting characters (and some hilarious ones), deadpan humor, as well as intelligent approaches to plot, situations and people. The songs are given extended play (with the actors singing live) and actors are all excellent. While this film is richly observed and enjoyable, it's a bit slight by Coen Brothers standards."" ]";1.0;3.0;1.0;2.0;5;2.6666666666666665
32135;how-i-live-now;8;TVJerry;/user/TVJerry;Nov 11, 2013;"[ ""An American teenager (Saoirse Ronan) is sent to rural England to spend the summer with step-cousins. Just as her aloof attitude changes and she begins to love the experience (and the oldest boy), a terrorist takeover rocks the couintry. What starts as a transplanted teen drama takes a forceful shift into a tense fight for survival. The young cast creates characters that are appealing and director Kevin Macdonald (Last King of Scotland) has crafted a surprisingly affecting and sometimes frightening film."" ]";1.0;2.0;1.0;1.0;5;2.6666666666666665
